week,new_cases_clean,new_deaths_clean,new_cases_7day,new_deaths_7day,incidence_7day_per_100k,cfr_percent,people_vaccinated_per_100,people_fully_vaccinated_per_100,boosters_per_100,hosp_patients,icu_patients,excess_mortality,wave
2022-08-07,362936.0,791.0,68108.36734693877,143.24489795918367,571.8597653882645,0.480758666270887,77.69631319911373,76.10008487481804,69.9606932195144,,1387.7142857142858,13.15,Decline
2022-08-14,298292.0,623.0,50528.73469387755,109.57142857142857,424.2555135731853,0.4777782093116187,77.70166645395985,76.10813454841703,70.15371985840443,,1210.857142857143,14.73,Decline
2022-08-21,263329.0,593.0,41899.61224489795,88.38775510204081,351.8026251631114,0.4753028996304308,77.71081244728309,76.11914332569188,70.32875797770512,,1069.2857142857142,16.43,Decline
2022-08-28,227979.0,397.0,36897.0,80.71428571428571,309.79908321762395,0.47322454734024344,77.7160565499466,76.12695790228217,70.51485885063471,,902.2857142857143,12.22,Decline
2022-09-04,201757.0,351.0,32033.285714285714,55.775510204081634,268.961773226385,0.4711353251250432,77.72144219060515,76.13454697766002,70.68637651217755,,787.4285714285714,7.1,Decline
2022-09-11,204084.0,317.0,28869.91836734694,49.44897959183674,242.40112320166207,0.4692600099937058,77.7268074401966,76.14179420279564,70.83117228004755,,717.0,12.65,Decline
2022-09-18,228913.0,354.0,29661.571428571428,46.04081632653061,249.04809700966203,0.46725525754459646,77.73203475021663,76.1494012702915,71.08810812159409,,696.0,8.08,Decline
2022-09-25,286535.0,520.0,33877.81632653061,53.95918367346939,284.44904570491474,0.4650263371564772,77.73705575061676,76.15668687861222,71.39806193702663,,707.8571428571429,12.76,Decline
2022-10-02,458852.0,880.0,44450.24489795918,81.63265306122449,373.2185575571625,0.46238237204418714,77.74323664289147,76.16623229695534,71.86538441239662,,893.0,19.16,Decline
2022-10-09,594073.0,1284.0,68309.89795918367,133.95918367346937,573.5518812490053,0.45858971252562497,77.74978937227179,76.17379378441892,72.32249336210793,,1317.857142857143,19.3,Decline
2022-10-16,644986.0,1560.0,85906.61224489797,189.0612244897959,721.2995559476733,0.4543894820109887,77.75729328495773,76.18101342164024,72.95099402853597,,1670.5714285714287,21.3,Decline
2022-10-23,544616.0,1477.0,90092.48979591837,221.16326530612244,756.4455306276569,0.4505975643610983,77.76373446320636,76.18752416941187,73.62855080446357,,1788.0,22.11,Decline
2022-10-30,373903.0,1049.0,74318.3469387755,202.26530612244898,624.0007520362623,0.4479647302697351,77.77027639731587,76.19338120356234,74.26507115762728,,1682.7142857142858,19.95,Decline
2022-11-06,243578.0,698.0,50755.02040816326,142.69387755102042,426.15548123535183,0.44630097320930007,77.77522902766756,76.19872366313766,74.7309218777438,,1474.142857142857,11.97,Decline
2022-11-13,202015.0,640.0,33948.63265306123,98.53061224489795,285.0436423668662,0.44526720916146384,77.7813055656578,76.20406612271296,75.31200611636054,,1193.142857142857,10.77,Decline
2022-11-20,169667.0,553.0,28199.12244897959,89.65306122448979,236.76890484959202,0.4445705174331886,77.78627858707658,76.20845500003358,75.80505372206544,,978.8571428571429,13.95,Decline
2022-11-27,170589.0,640.0,24256.95918367347,80.77551020408164,203.66923372494693,0.4440478848796746,77.79050313638601,76.21261597719271,76.2175014369705,,907.0,16.27,Decline
2022-12-04,184825.0,800.0,24660.387755102038,94.6938775510204,207.0565498095166,0.4437631622484885,77.79416753108798,76.2164770857183,76.54052832535123,,912.1428571428571,19.77,Decline
2022-12-11,199505.0,961.0,26703.16326530612,117.57142857142857,224.20835023450067,0.44374526243057727,77.79703187627564,76.21971566696062,76.81674092213683,,987.4285714285714,26.88,Decline
2022-12-18,222953.0,1139.0,28979.244897959183,140.91836734693877,243.31906392733185,0.44397940255500545,77.79978826875522,76.22272155014332,77.04737108767391,,1098.142857142857,36.76,Decline
2022-12-25,230746.0,1288.0,32009.4693877551,165.75510204081633,268.761803686184,0.4444258652436575,77.80175420751677,76.22522365402165,77.17255664638435,,1232.5714285714287,48.12,Decline
2023-01-01,151567.0,970.0,31347.81632653061,177.51020408163268,263.2063517043025,0.44514345442871267,77.80305803633544,76.2269652910453,77.22835140381702,,1372.7142857142858,43.31,Decline
2023-01-08,130316.0,829.0,21218.73469387755,135.69387755102042,178.1593233921798,0.44591518740402264,77.80415915395783,76.22828831145651,77.28267800441982,,1327.857142857143,26.93,Decline
2023-01-15,89089.0,517.0,17775.20408163265,112.06122448979592,149.24633245239355,0.44652702611876,77.80601474106223,76.23038499294229,77.38595875918678,,1114.7142857142858,11.43,Decline
2023-01-22,62867.0,338.0,12191.857142857143,70.20408163265306,102.36675517189428,0.44682039768186366,77.8083285274387,76.23217101052371,77.46448955641513,,817.2857142857143,4.29,Decline
2023-01-29,73298.0,331.0,9193.877551020409,48.142857142857146,77.19475395076067,0.4469516127149916,77.80981707533564,76.23351442200202,77.52500304666532,,635.5714285714286,0.28,Decline
