iso_code,continent,location,date,total_cases,new_cases,total_deaths,new_deaths,reproduction_rate,icu_patients,hosp_patients,people_vaccinated,people_fully_vaccinated,total_boosters,stringency_index,population,excess_mortality,new_cases_clean,new_deaths_clean,new_cases_7day,new_deaths_7day,incidence_7day_per_100k,deaths_7day_per_100k,cfr_percent,new_cases_log,people_vaccinated_per_100,people_fully_vaccinated_per_100,boosters_per_100,wave
DEU,Europe,Germany,2020-01-17,1.0,0.0,3.0,0.0,,,,,,,0.0,83369840,,0.0,0.0,0.0,0.0,0.0,0.0,300.0,0.0,,,,Outside defined waves
DEU,Europe,Germany,2020-01-18,1.0,0.0,3.0,0.0,,,,,,,0.0,83369840,,0.0,0.0,0.0,0.0,0.0,0.0,300.0,0.0,,,,Outside defined waves
DEU,Europe,Germany,2020-01-19,1.0,0.0,3.0,0.0,,,,,,,0.0,83369840,-5.05,0.0,0.0,0.0,0.0,0.0,0.0,300.0,0.0,,,,Outside defined waves
DEU,Europe,Germany,2020-01-20,1.0,0.0,3.0,0.0,,,,,,,0.0,83369840,,0.0,0.0,0.0,0.0,0.0,0.0,300.0,0.0,,,,Outside defined waves
DEU,Europe,Germany,2020-01-21,1.0,0.0,3.0,0.0,,,,,,,0.0,83369840,,0.0,0.0,0.0,0.0,0.0,0.0,300.0,0.0,,,,Outside defined waves
DEU,Europe,Germany,2020-01-22,1.0,0.0,3.0,0.0,,,,,,,0.0,83369840,,0.0,0.0,0.0,0.0,0.0,0.0,300.0,0.0,,,,Outside defined waves
DEU,Europe,Germany,2020-01-23,1.0,0.0,3.0,0.0,,,,,,,0.0,83369840,,0.0,0.0,0.0,0.0,0.0,0.0,300.0,0.0,,,,Outside defined waves
DEU,Europe,Germany,2020-01-24,1.0,0.0,3.0,0.0,,,,,,,5.56,83369840,,0.0,0.0,0.0,0.0,0.0,0.0,300.0,0.0,,,,Outside defined waves
DEU,Europe,Germany,2020-01-25,1.0,0.0,3.0,0.0,,,,,,,5.56,83369840,,0.0,0.0,0.0,0.0,0.0,0.0,300.0,0.0,,,,Outside defined waves
DEU,Europe,Germany,2020-01-26,2.0,1.0,6.0,3.0,,,,,,,5.56,83369840,-6.71,1.0,3.0,0.14285714285714285,0.42857142857142855,0.0011994745341960594,0.003598423602588178,300.0,0.13353139262452263,,,,Outside defined waves
DEU,Europe,Germany,2020-01-27,2.0,0.0,6.0,0.0,,,,,,,5.56,83369840,,0.0,0.0,0.14285714285714285,0.42857142857142855,0.0011994745341960594,0.003598423602588178,300.0,0.13353139262452263,,,,Outside defined waves
DEU,Europe,Germany,2020-01-28,2.0,0.0,6.0,0.0,,,,,,,5.56,83369840,,0.0,0.0,0.14285714285714285,0.42857142857142855,0.0011994745341960594,0.003598423602588178,300.0,0.13353139262452263,,,,Outside defined waves
DEU,Europe,Germany,2020-01-29,2.0,0.0,6.0,0.0,,,,,,,5.56,83369840,,0.0,0.0,0.14285714285714285,0.42857142857142855,0.0011994745341960594,0.003598423602588178,300.0,0.13353139262452263,,,,Outside defined waves
DEU,Europe,Germany,2020-01-30,2.0,0.0,6.0,0.0,,,,,,,5.56,83369840,,0.0,0.0,0.14285714285714285,0.42857142857142855,0.0011994745341960594,0.003598423602588178,300.0,0.13353139262452263,,,,Outside defined waves
DEU,Europe,Germany,2020-01-31,2.0,0.0,6.0,0.0,,,,,,,5.56,83369840,,0.0,0.0,0.14285714285714285,0.42857142857142855,0.0011994745341960594,0.003598423602588178,300.0,0.13353139262452263,,,,Outside defined waves
DEU,Europe,Germany,2020-02-01,2.0,0.0,6.0,0.0,,,,,,,5.56,83369840,,0.0,0.0,0.14285714285714285,0.42857142857142855,0.0011994745341960594,0.003598423602588178,300.0,0.13353139262452263,,,,Outside defined waves
DEU,Europe,Germany,2020-02-02,11.0,9.0,9.0,3.0,,,,,,,5.56,83369840,-5.22,9.0,3.0,1.2857142857142858,0.42857142857142855,0.010795270807764533,0.003598423602588178,81.81818181818183,0.8266785731844679,,,,Outside defined waves
DEU,Europe,Germany,2020-02-03,11.0,0.0,9.0,0.0,,,,,,,5.56,83369840,,0.0,0.0,1.2857142857142858,0.42857142857142855,0.010795270807764533,0.003598423602588178,81.81818181818183,0.8266785731844679,,,,Outside defined waves
DEU,Europe,Germany,2020-02-04,11.0,0.0,9.0,0.0,,,,,,,5.56,83369840,,0.0,0.0,1.2857142857142858,0.42857142857142855,0.010795270807764533,0.003598423602588178,81.81818181818183,0.8266785731844679,,,,Outside defined waves
DEU,Europe,Germany,2020-02-05,11.0,0.0,9.0,0.0,,,,,,,5.56,83369840,,0.0,0.0,1.2857142857142858,0.42857142857142855,0.010795270807764533,0.003598423602588178,81.81818181818183,0.8266785731844679,,,,Outside defined waves
DEU,Europe,Germany,2020-02-06,11.0,0.0,9.0,0.0,,,,,,,5.56,83369840,,0.0,0.0,1.2857142857142858,0.42857142857142855,0.010795270807764533,0.003598423602588178,81.81818181818183,0.8266785731844679,,,,Outside defined waves
DEU,Europe,Germany,2020-02-07,11.0,0.0,9.0,0.0,,,,,,,5.56,83369840,,0.0,0.0,1.2857142857142858,0.42857142857142855,0.010795270807764533,0.003598423602588178,81.81818181818183,0.8266785731844679,,,,Outside defined waves
DEU,Europe,Germany,2020-02-08,11.0,0.0,9.0,0.0,,,,,,,5.56,83369840,,0.0,0.0,1.2857142857142858,0.42857142857142855,0.010795270807764533,0.003598423602588178,81.81818181818183,0.8266785731844679,,,,Outside defined waves
DEU,Europe,Germany,2020-02-09,20.0,9.0,9.0,0.0,,,,,,,5.56,83369840,-8.78,9.0,0.0,1.2857142857142858,0.0,0.010795270807764533,0.0,45.0,0.8266785731844679,,,,Outside defined waves
DEU,Europe,Germany,2020-02-10,20.0,0.0,9.0,0.0,,,,,,,5.56,83369840,,0.0,0.0,1.2857142857142858,0.0,0.010795270807764533,0.0,45.0,0.8266785731844679,,,,Outside defined waves
